plant_id,variety_name,variety_code,zone_id,zone_name,planting_date,age_days,stage,health_status,current_height_cm,expected_height_cm,height_deviation_pct,current_girth_mm,is_grafted,graft_success,price_range_low,price_range_high
WN-2024-2557,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-08-18,235,mature,critical,55.7,70.5,-21.0,5.3,False,,2500,3500
WN-2024-2558,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-04-13,362,ready_to_sell,healthy,117.6,115.8,1.5,9.6,True,True,2200,3200
WN-2024-2559,Chandler,CH,ZONE-D,Open Field D,2025-01-22,78,young,at_risk,23.1,27.3,-15.3,2.4,False,,2000,3000
WN-2024-2560,Local Variety,LV,ZONE-A,Greenhouse A,2024-08-25,228,mature,healthy,52.4,57.0,-8.0,4.1,True,True,1200,2000
WN-2024-2561,Local Variety,LV,ZONE-F,Hardening Zone F,2025-01-11,89,young,healthy,26.1,22.2,17.5,2.0,False,,1200,2000
WN-2024-2562,Franquette,FR,ZONE-E,Nursery Beds E,2024-11-12,149,growing,at_risk,31.7,41.7,-23.9,3.0,True,True,1800,2800
WN-2024-2563,Franquette,FR,ZONE-B,Greenhouse B,2024-05-22,323,ready_to_sell,at_risk,77.5,90.4,-14.3,8.2,True,False,1800,2800
WN-2024-2564,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-05-17,328,ready_to_sell,healthy,120.1,98.4,22.0,7.2,False,,2500,3500
WN-2024-2565,Pusa Kanchan,PK,ZONE-C,Open Field C,2024-07-31,253,mature,healthy,75.9,81.0,-6.2,7.4,True,True,2200,3200
WN-2024-2566,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-07-09,275,ready_to_sell,healthy,76.4,82.5,-7.4,5.8,True,True,2500,3500
WN-2024-2567,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-12-26,105,growing,healthy,26.6,31.5,-15.5,2.1,False,,2500,3500
WN-2024-2568,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-10-10,182,mature,healthy,45.5,54.6,-16.7,4.2,True,False,2500,3500
WN-2024-2569,Chandler,CH,ZONE-A,Greenhouse A,2024-07-14,270,ready_to_sell,healthy,98.1,94.5,3.8,5.8,True,True,2000,3000
WN-2024-2570,Chandler,CH,ZONE-E,Nursery Beds E,2024-05-26,319,ready_to_sell,critical,99.3,111.6,-11.0,8.1,False,,2000,3000
WN-2024-2571,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2025-01-28,72,young,healthy,20.0,23.0,-13.0,1.7,False,,2200,3200
WN-2024-2572,Franquette,FR,ZONE-C,Open Field C,2024-11-19,142,growing,healthy,50.4,39.8,26.8,2.7,True,True,1800,2800
WN-2024-2573,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-02-24,45,young,healthy,9.9,13.5,-26.7,1.0,False,,2500,3500
WN-2024-2574,Chandler,CH,ZONE-B,Greenhouse B,2025-03-13,28,seedling,healthy,11.8,9.8,20.8,0.8,False,,2000,3000
WN-2024-2575,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-11-27,134,growing,healthy,37.9,40.2,-5.8,2.8,True,True,2500,3500
WN-2024-2576,Franquette,FR,ZONE-E,Nursery Beds E,2024-06-17,297,ready_to_sell,healthy,85.4,83.2,2.7,7.8,False,,1800,2800
WN-2024-2577,Local Variety,LV,ZONE-E,Nursery Beds E,2024-05-01,344,ready_to_sell,healthy,62.2,86.0,-27.7,6.4,False,,1200,2000
WN-2024-2578,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-12-13,118,growing,healthy,29.8,35.4,-15.8,2.5,False,,2500,3500
WN-2024-2579,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-07-01,283,ready_to_sell,healthy,96.2,84.9,13.3,7.3,False,,2500,3500
WN-2024-2580,Local Variety,LV,ZONE-B,Greenhouse B,2024-11-12,149,growing,healthy,35.6,37.2,-4.5,3.1,True,True,1200,2000
WN-2024-2581,Pusa Kanchan,PK,ZONE-C,Open Field C,2025-02-05,64,young,critical,21.5,20.5,5.1,1.5,False,,2200,3200
WN-2024-2582,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-08-31,222,mature,healthy,71.4,66.6,7.2,6.3,True,False,2500,3500
WN-2024-2583,Chandler,CH,ZONE-B,Greenhouse B,2025-03-22,19,seedling,healthy,7.4,6.6,11.9,0.6,False,,2000,3000
WN-2024-2584,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-02-17,52,young,at_risk,11.5,15.6,-26.4,1.4,False,,2500,3500
WN-2024-2585,Franquette,FR,ZONE-D,Open Field D,2024-07-11,273,ready_to_sell,healthy,87.7,76.4,14.7,6.5,True,False,1800,2800
WN-2024-2586,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-12-30,101,growing,healthy,36.0,30.3,18.8,2.5,False,,2500,3500
WN-2024-2587,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-08-27,226,mature,healthy,80.0,67.8,17.9,5.5,False,,2500,3500
WN-2024-2588,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-07-04,280,ready_to_sell,healthy,87.2,89.6,-2.7,6.5,True,True,2200,3200
WN-2024-2589,Chandler,CH,ZONE-F,Hardening Zone F,2025-03-28,13,seedling,healthy,3.7,4.5,-17.8,0.3,False,,2000,3000
WN-2024-2590,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-01-22,78,young,healthy,28.4,23.4,21.3,2.2,False,,2500,3500
WN-2024-2591,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-08-22,231,mature,healthy,66.3,69.3,-4.4,5.9,False,,2500,3500
WN-2024-2592,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-09-14,208,mature,healthy,43.7,62.4,-30.0,5.8,False,,2500,3500
WN-2024-2593,Franquette,FR,ZONE-B,Greenhouse B,2024-04-26,349,ready_to_sell,healthy,115.8,97.7,18.5,8.1,False,,1800,2800
WN-2024-2594,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-07-21,263,mature,healthy,62.1,78.9,-21.3,5.7,True,True,2500,3500
WN-2024-2595,Franquette,FR,ZONE-B,Greenhouse B,2024-05-07,338,ready_to_sell,healthy,90.7,94.6,-4.2,9.1,False,,1800,2800
WN-2024-2596,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-09-21,201,mature,healthy,65.0,60.3,7.7,4.6,True,True,2500,3500
WN-2024-2597,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-06-15,299,ready_to_sell,healthy,79.0,89.7,-12.0,7.6,True,True,2500,3500
WN-2024-2598,Chandler,CH,ZONE-C,Open Field C,2024-10-28,164,growing,healthy,54.6,57.4,-4.9,5.0,True,True,2000,3000
WN-2024-2599,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-03-16,25,seedling,at_risk,7.0,7.5,-7.1,0.6,False,,2500,3500
WN-2024-2600,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-03-09,32,young,healthy,8.7,9.6,-9.0,0.9,False,,2500,3500
WN-2024-2601,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-03-17,24,seedling,healthy,5.5,7.2,-23.0,0.6,False,,2500,3500
WN-2024-2602,Chandler,CH,ZONE-F,Hardening Zone F,2024-04-27,348,ready_to_sell,healthy,138.1,121.8,13.4,10.8,False,,2000,3000
WN-2024-2603,Pusa Kanchan,PK,ZONE-E,Nursery Beds E,2024-07-19,265,mature,at_risk,93.2,84.8,9.9,7.4,True,True,2200,3200
WN-2024-2604,Chandler,CH,ZONE-B,Greenhouse B,2025-02-26,43,young,healthy,13.4,15.0,-10.6,0.9,False,,2000,3000
WN-2024-2605,Chandler,CH,ZONE-D,Open Field D,2024-05-25,320,ready_to_sell,healthy,116.2,112.0,3.8,10.7,True,True,2000,3000
WN-2024-2606,Chandler,CH,ZONE-B,Greenhouse B,2024-07-06,278,ready_to_sell,healthy,83.0,97.3,-14.7,7.2,True,True,2000,3000
WN-2024-2607,Franquette,FR,ZONE-C,Open Field C,2025-03-05,36,young,healthy,10.5,10.1,4.5,0.7,False,,1800,2800
WN-2024-2608,Chandler,CH,ZONE-B,Greenhouse B,2024-11-15,146,growing,healthy,60.9,51.1,19.2,3.7,False,,2000,3000
WN-2024-2609,Franquette,FR,ZONE-D,Open Field D,2024-07-18,266,mature,healthy,80.6,74.5,8.3,5.5,True,True,1800,2800
WN-2024-2610,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-07-04,280,ready_to_sell,healthy,92.8,84.0,10.4,6.8,False,,2500,3500
WN-2024-2611,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-10-31,161,growing,healthy,45.4,48.3,-6.1,3.8,True,True,2500,3500
WN-2024-2612,Franquette,FR,ZONE-B,Greenhouse B,2024-10-12,180,mature,healthy,44.7,50.4,-11.2,4.2,True,True,1800,2800
WN-2024-2613,Chandler,CH,ZONE-E,Nursery Beds E,2024-09-15,207,mature,healthy,62.2,72.4,-14.2,5.8,False,,2000,3000
WN-2024-2614,Chandler,CH,ZONE-B,Greenhouse B,2024-10-18,174,growing,healthy,73.1,60.9,20.0,5.5,False,,2000,3000
WN-2024-2615,Franquette,FR,ZONE-B,Greenhouse B,2024-11-16,145,growing,critical,46.8,40.6,15.3,2.9,True,True,1800,2800
WN-2024-2616,Local Variety,LV,ZONE-B,Greenhouse B,2025-01-24,76,young,healthy,24.0,19.0,26.2,1.6,False,,1200,2000
WN-2024-2617,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-12-21,110,growing,healthy,34.1,33.0,3.4,2.1,False,,2500,3500
WN-2024-2618,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-10-30,162,growing,healthy,56.5,48.6,16.2,3.8,True,True,2500,3500
WN-2024-2619,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2024-10-27,165,growing,healthy,50.1,49.5,1.2,4.0,True,True,2500,3500
WN-2024-2620,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-05-11,334,ready_to_sell,healthy,121.0,100.2,20.8,7.7,True,True,2500,3500
WN-2024-2621,Local Variety,LV,ZONE-C,Open Field C,2024-11-05,156,growing,at_risk,36.5,39.0,-6.3,3.2,True,True,1200,2000
WN-2024-2622,Local Variety,LV,ZONE-E,Nursery Beds E,2024-10-30,162,growing,healthy,40.3,40.5,-0.6,3.0,False,,1200,2000
WN-2024-2623,Local Variety,LV,ZONE-F,Hardening Zone F,2024-12-24,107,growing,at_risk,26.7,26.8,-0.2,2.1,False,,1200,2000
WN-2024-2624,Franquette,FR,ZONE-A,Greenhouse A,2024-09-07,215,mature,critical,56.5,60.2,-6.1,5.0,True,True,1800,2800
WN-2024-2625,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-07-22,262,mature,healthy,91.7,78.6,16.7,5.6,True,True,2500,3500
WN-2024-2626,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-04-21,354,ready_to_sell,healthy,111.6,106.2,5.1,8.8,True,True,2500,3500
WN-2024-2627,Chandler,CH,ZONE-F,Hardening Zone F,2024-06-09,305,ready_to_sell,healthy,94.6,106.8,-11.4,8.0,True,True,2000,3000
WN-2024-2628,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2025-03-18,23,seedling,healthy,7.5,7.4,1.6,0.6,False,,2200,3200
WN-2024-2629,Franquette,FR,ZONE-D,Open Field D,2024-06-24,290,ready_to_sell,healthy,80.1,81.2,-1.4,7.0,True,True,1800,2800
WN-2024-2630,Chandler,CH,ZONE-F,Hardening Zone F,2024-05-21,324,ready_to_sell,at_risk,110.2,113.4,-2.8,10.6,True,True,2000,3000
WN-2024-2631,Local Variety,LV,ZONE-E,Nursery Beds E,2024-07-04,280,ready_to_sell,healthy,64.4,70.0,-7.9,5.5,False,,1200,2000
WN-2024-2632,Chandler,CH,ZONE-B,Greenhouse B,2025-03-30,11,seedling,healthy,4.6,3.8,18.5,0.3,False,,2000,3000
WN-2024-2633,Local Variety,LV,ZONE-C,Open Field C,2024-06-07,307,ready_to_sell,healthy,72.1,76.8,-6.1,6.3,True,True,1200,2000
WN-2024-2634,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2025-01-12,88,young,healthy,34.1,26.4,29.0,1.7,False,,2500,3500
WN-2024-2635,Pusa Kanchan,PK,ZONE-B,Greenhouse B,2025-02-21,48,young,critical,12.9,15.4,-16.2,1.1,False,,2200,3200
WN-2024-2636,Local Variety,LV,ZONE-B,Greenhouse B,2024-08-25,228,mature,healthy,54.7,57.0,-4.0,3.3,True,True,1200,2000
WN-2024-2637,Chandler,CH,ZONE-B,Greenhouse B,2025-03-06,35,young,healthy,13.3,12.2,8.3,0.9,False,,2000,3000
WN-2024-2638,Chandler,CH,ZONE-E,Nursery Beds E,2024-04-22,353,ready_to_sell,healthy,110.3,123.5,-10.7,7.9,False,,2000,3000
WN-2024-2639,Local Variety,LV,ZONE-D,Open Field D,2024-07-23,261,mature,healthy,64.0,65.2,-1.9,5.4,False,,1200,2000
WN-2024-2640,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2025-03-05,36,young,healthy,13.0,10.8,20.3,0.9,False,,2500,3500
WN-2024-2641,Local Variety,LV,ZONE-C,Open Field C,2024-11-28,133,growing,healthy,31.7,33.2,-4.6,2.1,True,False,1200,2000
WN-2024-2642,Chandler,CH,ZONE-E,Nursery Beds E,2025-02-10,59,young,healthy,23.5,20.6,14.0,2.0,False,,2000,3000
WN-2024-2643,Chandler,CH,ZONE-E,Nursery Beds E,2025-02-17,52,young,healthy,19.1,18.2,5.1,1.4,False,,2000,3000
WN-2024-2644,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-11-29,132,growing,at_risk,40.0,39.6,1.0,3.0,True,False,2500,3500
WN-2024-2645,Franquette,FR,ZONE-D,Open Field D,2025-01-19,81,young,healthy,24.9,22.7,9.8,2.1,False,,1800,2800
WN-2024-2646,Local Variety,LV,ZONE-F,Hardening Zone F,2024-08-10,243,mature,healthy,60.5,60.8,-0.4,5.0,True,False,1200,2000
WN-2024-2647,Chandler,CH,ZONE-E,Nursery Beds E,2024-08-26,227,mature,healthy,38.1,79.4,-52.0,5.7,False,,2000,3000
WN-2024-2648,Local Variety,LV,ZONE-C,Open Field C,2025-03-06,35,young,healthy,7.4,8.8,-15.8,0.6,False,,1200,2000
WN-2024-2649,Pusa Kanchan,PK,ZONE-F,Hardening Zone F,2024-09-16,206,mature,healthy,84.6,65.9,28.4,5.1,True,True,2200,3200
WN-2024-2650,Chandler,CH,ZONE-E,Nursery Beds E,2024-12-28,103,growing,healthy,42.8,36.0,18.6,3.1,False,,2000,3000
WN-2024-2651,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2025-02-17,52,young,at_risk,15.4,15.6,-1.5,1.2,False,,2500,3500
WN-2024-2652,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2025-03-31,10,seedling,healthy,3.2,3.0,8.3,0.2,False,,2500,3500
WN-2024-2653,Chandler,CH,ZONE-A,Greenhouse A,2024-05-31,314,ready_to_sell,healthy,134.2,109.9,22.1,10.9,False,,2000,3000
WN-2024-2654,Franquette,FR,ZONE-E,Nursery Beds E,2024-11-23,138,growing,healthy,48.3,38.6,25.1,2.7,True,True,1800,2800
WN-2024-2655,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-05-16,329,ready_to_sell,healthy,94.0,98.7,-4.7,9.2,True,True,2500,3500
WN-2024-2656,Franquette,FR,ZONE-E,Nursery Beds E,2024-05-27,318,ready_to_sell,at_risk,76.3,89.0,-14.3,7.0,False,,1800,2800
WN-2024-2657,Chandler,CH,ZONE-F,Hardening Zone F,2024-04-30,345,ready_to_sell,healthy,127.2,120.7,5.3,8.3,False,,2000,3000
WN-2024-2658,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-06-16,298,ready_to_sell,healthy,93.7,89.4,4.8,4.6,False,,2500,3500
WN-2024-2659,Pusa Kanchan,PK,ZONE-D,Open Field D,2024-09-07,215,mature,healthy,70.5,68.8,2.5,4.2,True,True,2200,3200
WN-2024-2660,Chandler,CH,ZONE-D,Open Field D,2024-09-20,202,mature,healthy,73.3,70.7,3.7,6.7,False,,2000,3000
WN-2024-2661,Local Variety,LV,ZONE-C,Open Field C,2025-01-19,81,young,at_risk,13.8,20.2,-31.9,1.7,False,,1200,2000
WN-2024-2662,Local Variety,LV,ZONE-F,Hardening Zone F,2025-01-10,90,growing,healthy,27.0,22.5,20.1,2.2,False,,1200,2000
WN-2024-2663,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2025-03-12,29,seedling,healthy,8.8,8.7,1.6,0.8,False,,2500,3500
WN-2024-2664,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-07-22,262,mature,healthy,67.4,78.6,-14.3,6.9,True,False,2500,3500
WN-2024-2665,Franquette,FR,ZONE-E,Nursery Beds E,2024-09-23,199,mature,healthy,46.8,55.7,-16.0,5.0,False,,1800,2800
WN-2024-2666,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-07-03,281,ready_to_sell,healthy,99.8,84.3,18.4,6.6,False,,2500,3500
WN-2024-2667,Chandler,CH,ZONE-D,Open Field D,2024-12-07,124,growing,healthy,43.1,43.4,-0.7,3.4,True,True,2000,3000
WN-2024-2668,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-09-26,196,mature,healthy,56.6,58.8,-3.8,4.5,True,True,2500,3500
WN-2024-2669,Local Variety,LV,ZONE-B,Greenhouse B,2024-09-07,215,mature,healthy,66.0,53.8,22.9,4.3,True,True,1200,2000
WN-2024-2670,Franquette,FR,ZONE-B,Greenhouse B,2025-02-10,59,young,healthy,11.6,16.5,-29.7,1.4,False,,1800,2800
WN-2024-2671,Franquette,FR,ZONE-A,Greenhouse A,2025-03-31,10,seedling,healthy,3.2,2.8,13.8,0.2,False,,1800,2800
WN-2024-2672,Kashmiri Walnut,KW,ZONE-C,Open Field C,2025-02-24,45,young,healthy,12.3,13.5,-8.8,1.1,False,,2500,3500
WN-2024-2673,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-12-17,114,growing,healthy,39.8,36.5,9.0,3.5,False,,2200,3200
WN-2024-2674,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-11-04,157,growing,healthy,49.0,47.1,4.1,3.6,False,,2500,3500
WN-2024-2675,Franquette,FR,ZONE-E,Nursery Beds E,2025-03-30,11,seedling,healthy,2.6,3.1,-14.9,0.2,False,,1800,2800
WN-2024-2676,Pusa Kanchan,PK,ZONE-F,Hardening Zone F,2024-06-25,289,ready_to_sell,healthy,101.5,92.5,9.7,8.7,True,True,2200,3200
WN-2024-2677,Local Variety,LV,ZONE-C,Open Field C,2024-10-10,182,mature,healthy,48.5,45.5,6.5,3.1,True,True,1200,2000
WN-2024-2678,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-01-25,75,young,healthy,19.4,22.5,-13.7,2.1,False,,2500,3500
WN-2024-2679,Chandler,CH,ZONE-C,Open Field C,2024-08-29,224,mature,healthy,81.7,78.4,4.2,7.3,True,True,2000,3000
WN-2024-2680,Local Variety,LV,ZONE-E,Nursery Beds E,2024-10-27,165,growing,healthy,45.0,41.2,9.1,3.1,True,True,1200,2000
WN-2024-2681,Local Variety,LV,ZONE-A,Greenhouse A,2024-11-12,149,growing,healthy,35.0,37.2,-5.9,2.8,True,True,1200,2000
WN-2024-2682,Local Variety,LV,ZONE-A,Greenhouse A,2024-10-13,179,growing,healthy,44.1,44.8,-1.4,3.5,False,,1200,2000
WN-2024-2683,Local Variety,LV,ZONE-F,Hardening Zone F,2024-05-12,333,ready_to_sell,critical,87.8,83.2,5.5,6.1,False,,1200,2000
WN-2024-2684,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-05-27,318,ready_to_sell,healthy,106.6,95.4,11.7,8.0,False,,2500,3500
WN-2024-2685,Franquette,FR,ZONE-D,Open Field D,2024-11-17,144,growing,healthy,41.8,40.3,3.6,3.1,False,,1800,2800
WN-2024-2686,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-09-08,214,mature,healthy,74.2,64.2,15.6,5.0,False,,2500,3500
WN-2024-2687,Kashmiri Walnut,KW,ZONE-F,Hardening Zone F,2024-06-26,288,ready_to_sell,healthy,73.5,86.4,-14.9,7.7,False,,2500,3500
WN-2024-2688,Pusa Kanchan,PK,ZONE-C,Open Field C,2025-03-06,35,young,healthy,9.2,11.2,-17.6,0.8,False,,2200,3200
WN-2024-2689,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-07-29,255,mature,healthy,68.9,76.5,-9.9,5.4,True,True,2500,3500
WN-2024-2690,Chandler,CH,ZONE-E,Nursery Beds E,2024-06-13,301,ready_to_sell,healthy,100.5,105.3,-4.6,8.1,True,False,2000,3000
WN-2024-2691,Franquette,FR,ZONE-B,Greenhouse B,2024-04-24,351,ready_to_sell,healthy,104.7,98.3,6.5,8.5,True,True,1800,2800
WN-2024-2692,Chandler,CH,ZONE-E,Nursery Beds E,2024-04-22,353,ready_to_sell,at_risk,115.7,123.5,-6.3,12.2,False,,2000,3000
WN-2024-2693,Pusa Kanchan,PK,ZONE-B,Greenhouse B,2025-02-24,45,young,at_risk,12.8,14.4,-10.9,1.1,False,,2200,3200
WN-2024-2694,Local Variety,LV,ZONE-E,Nursery Beds E,2024-09-15,207,mature,healthy,59.4,51.8,14.7,3.5,False,,1200,2000
WN-2024-2695,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-08-09,244,mature,critical,81.8,73.2,11.7,6.3,True,True,2500,3500
WN-2024-2696,Chandler,CH,ZONE-B,Greenhouse B,2024-06-28,286,ready_to_sell,healthy,113.5,100.1,13.4,8.2,False,,2000,3000
WN-2024-2697,Chandler,CH,ZONE-B,Greenhouse B,2024-05-03,342,ready_to_sell,healthy,136.1,119.7,13.7,10.5,True,True,2000,3000
WN-2024-2698,Franquette,FR,ZONE-D,Open Field D,2024-04-19,356,ready_to_sell,healthy,93.9,99.7,-5.8,10.5,True,True,1800,2800
WN-2024-2699,Local Variety,LV,ZONE-C,Open Field C,2024-09-09,213,mature,healthy,53.7,53.2,0.8,4.4,False,,1200,2000
WN-2024-2700,Pusa Kanchan,PK,ZONE-A,Greenhouse A,2024-09-11,211,mature,healthy,59.6,67.5,-11.8,6.7,True,True,2200,3200
WN-2024-2701,Franquette,FR,ZONE-D,Open Field D,2025-02-26,43,young,healthy,11.9,12.0,-1.5,1.0,False,,1800,2800
WN-2024-2702,Franquette,FR,ZONE-D,Open Field D,2024-10-20,172,growing,healthy,53.9,48.2,12.0,3.7,True,True,1800,2800
WN-2024-2703,Local Variety,LV,ZONE-D,Open Field D,2024-12-28,103,growing,healthy,31.3,25.8,21.6,2.3,False,,1200,2000
WN-2024-2704,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-05-28,317,ready_to_sell,healthy,77.7,95.1,-18.3,7.7,True,True,2500,3500
WN-2024-2705,Franquette,FR,ZONE-A,Greenhouse A,2024-10-30,162,growing,healthy,55.9,45.4,23.3,3.6,True,True,1800,2800
WN-2024-2706,Chandler,CH,ZONE-B,Greenhouse B,2025-03-05,36,young,healthy,13.2,12.6,5.0,0.7,False,,2000,3000
WN-2024-2707,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-09-05,217,mature,healthy,79.2,65.1,21.6,5.0,False,,2500,3500
WN-2024-2708,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-06-29,285,ready_to_sell,healthy,69.1,85.5,-19.2,8.5,False,,2500,3500
WN-2024-2709,Local Variety,LV,ZONE-A,Greenhouse A,2024-06-27,287,ready_to_sell,healthy,79.9,71.8,11.4,4.5,False,,1200,2000
WN-2024-2710,Local Variety,LV,ZONE-B,Greenhouse B,2024-10-21,171,growing,healthy,40.0,42.8,-6.5,3.5,False,,1200,2000
WN-2024-2711,Local Variety,LV,ZONE-E,Nursery Beds E,2024-11-01,160,growing,healthy,32.6,40.0,-18.5,3.1,False,,1200,2000
WN-2024-2712,Pusa Kanchan,PK,ZONE-C,Open Field C,2025-03-22,19,seedling,healthy,6.0,6.1,-1.4,0.5,False,,2200,3200
WN-2024-2713,Local Variety,LV,ZONE-C,Open Field C,2024-08-10,243,mature,healthy,45.5,60.8,-25.2,4.3,False,,1200,2000
WN-2024-2714,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-11-05,156,growing,healthy,55.3,46.8,18.2,3.3,True,True,2500,3500
WN-2024-2715,Franquette,FR,ZONE-A,Greenhouse A,2025-03-11,30,young,healthy,7.3,8.4,-12.7,0.7,False,,1800,2800
WN-2024-2716,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-05-05,340,ready_to_sell,healthy,86.7,102.0,-15.0,8.0,False,,2500,3500
WN-2024-2717,Local Variety,LV,ZONE-D,Open Field D,2024-10-09,183,mature,healthy,45.6,45.8,-0.4,3.1,True,False,1200,2000
WN-2024-2718,Chandler,CH,ZONE-F,Hardening Zone F,2024-06-24,290,ready_to_sell,healthy,93.2,101.5,-8.2,7.1,True,True,2000,3000
WN-2024-2719,Local Variety,LV,ZONE-D,Open Field D,2024-06-10,304,ready_to_sell,healthy,75.0,76.0,-1.3,5.8,False,,1200,2000
WN-2024-2720,Kashmiri Walnut,KW,ZONE-B,Greenhouse B,2025-01-08,92,growing,healthy,25.0,27.6,-9.3,2.3,False,,2500,3500
WN-2024-2721,Pusa Kanchan,PK,ZONE-C,Open Field C,2025-01-29,71,young,healthy,22.4,22.7,-1.6,2.0,False,,2200,3200
WN-2024-2722,Pusa Kanchan,PK,ZONE-F,Hardening Zone F,2025-02-23,46,young,healthy,16.3,14.7,10.4,1.3,False,,2200,3200
WN-2024-2723,Kashmiri Walnut,KW,ZONE-A,Greenhouse A,2024-09-07,215,mature,healthy,64.2,64.5,-0.5,5.3,True,False,2500,3500
WN-2024-2724,Kashmiri Walnut,KW,ZONE-E,Nursery Beds E,2024-12-30,101,growing,healthy,29.9,30.3,-1.4,2.2,False,,2500,3500
WN-2024-2725,Kashmiri Walnut,KW,ZONE-C,Open Field C,2024-07-01,283,ready_to_sell,healthy,59.5,84.9,-30.0,7.5,True,True,2500,3500
WN-2024-2726,Franquette,FR,ZONE-F,Hardening Zone F,2024-08-22,231,mature,healthy,43.4,64.7,-32.9,6.2,False,,1800,2800
WN-2024-2727,Kashmiri Walnut,KW,ZONE-D,Open Field D,2025-02-05,64,young,healthy,17.4,19.2,-9.2,1.4,False,,2500,3500
WN-2024-2728,Local Variety,LV,ZONE-E,Nursery Beds E,2024-10-01,191,mature,healthy,46.8,47.8,-2.0,3.2,True,True,1200,2000
WN-2024-2729,Franquette,FR,ZONE-D,Open Field D,2025-03-27,14,seedling,healthy,3.3,3.9,-16.2,0.4,False,,1800,2800
WN-2024-2730,Local Variety,LV,ZONE-C,Open Field C,2024-11-09,152,growing,healthy,30.4,38.0,-20.1,2.8,True,True,1200,2000
WN-2024-2731,Kashmiri Walnut,KW,ZONE-D,Open Field D,2024-04-15,360,ready_to_sell,at_risk,90.4,108.0,-16.3,8.2,True,True,2500,3500
WN-2024-2732,Chandler,CH,ZONE-C,Open Field C,2024-08-30,223,mature,healthy,76.7,78.0,-1.8,6.9,True,True,2000,3000
WN-2024-2733,Chandler,CH,ZONE-F,Hardening Zone F,2024-06-28,286,ready_to_sell,healthy,87.1,100.1,-13.0,7.9,True,True,2000,3000
WN-2024-2734,Franquette,FR,ZONE-C,Open Field C,2025-03-16,25,seedling,healthy,7.7,7.0,9.3,0.6,False,,1800,2800
